	Preview_ID	Preview_Type	File Name	Preview_TreatmentSite	Preview_LastModified	Preview_ApprovalHistory	Preview_AssignedUsers	Preview_Description	Preview_Diagnosis	Preview_ApprovalStatus	ObjectivesOneStructure_ID	VolumeType	Distance	Color	VolumeCode	VolumeCodeTable	Group	Type	Operator	Dose	Volume	Priority	Group2	Type2	Operator2	Dose2	Volume2	Priority2	Group3	Type3	Operator3	Dose3	Volume3	Priority3	Group4	Type4	Operator4	Dose4	Volume4	Priority4	Group5	Type5	Operator5	Dose5	Volume5	Priority5	ObjectivesOneStructure_SurfaceOnly	SamplePoints_nil	StructureCode_Code	Distance_nil	StructureCode_CodeScheme	ObjectivesOneStructure_NAME	StructureCode_CodeSchemeVersion	ParameterA_nil
	VMAT LUNG 60/15	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28029.xml		 June 01 2017 11:54:48:507	told Created [ June 01 2017 11:53:36:464 ];told Approved [ June 01 2017 11:54:48:484 ]	told			Approved	Spinal Canal	Organ	2.40933	255			0	0	0	20	0	60																									false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	Aorta	Organ	2.05488	42495																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	Body	BODY	4.5	65280																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	Body-PTV+20	Avoidance	4.5	16711935			0	0	0	10	0	120																									false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	BrachialPlexus L	Organ	2.05488	16748574																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	BrachialPlexus R	Organ	2.05488	32896																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	BronchialTree	Organ	2.05488	5275647																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	BronchialTree+20	Avoidance	2.05488	14524637																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	Chest Wall	Organ	2.05488	16760576			0	0	0	46	0	50																									false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	Dose105[%]-PTV	Dose Region	2.05488	16711935																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	DPV	Treated Volume	2.05488	16777215	C34.9	ICD-10																															false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	Esophagus	Organ	2.05488	13749760																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	Heart	Organ	2.05488	8388736																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	ITV	CTV	2.05488	16776960																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	Lung B	Organ	2.05488	2139610			0	0	0	20	8	50																									false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	opt PTV	PTV	2.05488	15570276																																	false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	PTV	PTV	2.68444	15570276			0	0	0	48	0	100	0	0	1	48	100	120																			false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	Skin	Organ	3	15794160			0	0	0	15	0	100																									false	true						
	VMAT SABR 48/4	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_28421.xml		 June 01 2017 11:58:34:248	told Created [ June 01 2017 11:55:56:973 ];told Approved [ June 01 2017 11:58:34:230 ]	told			Approved	Spinal Canal	Organ	2.05488	255			0	0	0	20	0	60																									false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	Aorta	Organ	2.05488	42495																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	Body	BODY	4.5	65280																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	Body-PTV+20	Avoidance	4.5	16711935			0	0	0	10	0	120																									false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	BrachialPlexus L	Organ	2.05488	16748574																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	BrachialPlexus R	Organ	2.05488	32896																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	BronchialTree	Organ	2.05488	5275647																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	BronchialTree+20	Avoidance	2.05488	14524637																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	Chest Wall	Organ	3	16760576			0	0	0	46	0	50																									false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	Dose105[%]-PTV	Dose Region	2.05488	16711935																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	DPV	Treated Volume	2.05488	16777215	C34.9	ICD-10																															false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	Esophagus	Organ	2.05488	13749760																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	Heart	Organ	2.05488	8388736																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	ITV	CTV	2.05488	16776960																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	Lung B	Organ	3	2139610			0	0	0	20	8	50																									false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	opt PTV	PTV	2.05488	15570276																																	false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	PTV	PTV	2.68444	15570276			0	0	0	54	0	100	0	0	1	54	100	120																			false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	Skin	Organ	3	15794160			0	0	0	15	0	100																									false	true						
	VMAT SABR 54/3	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_29325.xml		 June 01 2017 12:00:44:802	told Created [ June 01 2017 12:00:17:417 ];told Approved [ June 01 2017 12:00:44:779 ]	told			Approved	Spinal Canal	Organ	2.40933	255			0	0	0	20	0	50																									false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	Aorta	Organ	2.05488	42495																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	Body	BODY	4.5	65280																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	Body-PTV+20	Avoidance	4.5	16711935			0	0	0	12.5	0	120																									false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	BrachialPlexus L	Organ	2.05488	16748574																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	BrachialPlexus R	Organ	2.05488	32896																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	BronchialTree	Organ	2.05488	5275647																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	BronchialTree+20	Avoidance	2.05488	14524637																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	Chest Wall	Organ	2.05488	16760576			0	0	0	57.5	0	50																									false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	Dose105[%]-PTV	Dose Region	2.05488	16711935																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	DPV	Treated Volume	2.05488	16777215	C34.9	ICD-10																															false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	Esophagus	Organ	2.05488	13749760																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	Heart	Organ	2.05488	8388736																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	ITV	CTV	2.05488	16776960																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	Lung B	Organ	2.05488	2139610			0	0	0	20	8	50																									false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	opt PTV	PTV	2.05488	15570276																																	false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	PTV	PTV	2.68444	15570276			0	0	0	60	0	100	0	0	1	60	100	120																			false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	Skin	Organ	3	15794160			0	0	0	15	0	100																									false	true						
	VMAT SABR 60/8	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30057.xml		 June 01 2017 12:05:25:666	told Created [ June 01 2017 12:03:58:252 ];told Approved [ June 01 2017 12:05:25:643 ]	told			Approved	Spinal Canal	Organ	2.05488	255			0	0	0	20	0	50																									false	true						
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	Avoid a Rectum	Control	3	9639167			0	0	0	15	0	50																									false	true						true
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	Avoid b Rectum	Control	3	13828244			0	0	0	8	0	50																									false	true						true
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	Bladder	Organ	1.501	13130346																																	false	true						
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	Body	BODY	4.5	65280																																	false	true						
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	CTV	CTV	3	16776960			0	0	0	53	0	100	0	0	1	54.5	100	100																			false	true						true
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	Femoral Head L	Organ	1.501	32896																																	false	true						
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	Femoral Head R	Organ	1.501	9221330																																	false	true						
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	opt Bladder	Avoidance	3	13130346																																	false	true						
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	opt PTV	PTV	3	16711935			0	0	0	51	0	100	0	0	0	51	0	100	0	0	1	54.5	100	120													false	true						true
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	opt Rectum	Avoidance	3	2763429			0	0	0	20	40	50	0	0	0	25	25	50	0	0	0	30	15	50	0	0	0	32	5	50							false	true						true
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	PTV	PTV	1.501	16711935																																	false	true						
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	Rectum	Organ	1.501	2763429																																	false	true						
	VMAT BLAD 52.5/2	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30550.xml		 November 21 2018 09:59:38:390	told Created [ November 21 2018 09:59:20:296 ];told Approved [ November 21 2018 09:59:38:371 ]	told			Approved	Small Bowel	Organ	1.501	14524637			0	0	0	48	0	50																									false	true	7200		FMA		3.2	true
	VMAT HIPPO	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30582.xml		 May 30 2017 10:37:50:280	told Created [ February 15 2017 13:04:36:607 ];told Approved [ February 15 2017 13:04:52:680 ];gsal Unapproved [ May 30 2017 10:37:50:265 ]	told			Unapproved	BODY	BODY	3	16777215	C44.9	ICD-O-2																															false	true						
	VMAT HIPPO	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30582.xml		 May 30 2017 10:37:50:280	told Created [ February 15 2017 13:04:36:607 ];told Approved [ February 15 2017 13:04:52:680 ];gsal Unapproved [ May 30 2017 10:37:50:265 ]	told			Unapproved	Brain	Organ	3	65280	C71.9	ICD-O-2																															false	true						
	VMAT HIPPO	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30582.xml		 May 30 2017 10:37:50:280	told Created [ February 15 2017 13:04:36:607 ];told Approved [ February 15 2017 13:04:52:680 ];gsal Unapproved [ May 30 2017 10:37:50:265 ]	told			Unapproved	BrainStem	Organ	2.33717	65280																																	false	true						
	VMAT HIPPO	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30582.xml		 May 30 2017 10:37:50:280	told Created [ February 15 2017 13:04:36:607 ];told Approved [ February 15 2017 13:04:52:680 ];gsal Unapproved [ May 30 2017 10:37:50:265 ]	told			Unapproved	CTV_2500	CTV	3	16777088																																	false	true						
	VMAT HIPPO	Objective	C:\Users\gsalomon\OneDrive - Queen's University\Work\Structure Dictionary\Template Archive\Objective Templates\ObjectiveTemplate_30582.xml		 May 30 2017 10:37:50:280	told Created [ February 15 2017 13:04:36:607 ];told Approved [ February 15 2017 13:04:52:680 ];gsal Unapproved [ May 30 2017 10:37:50:265 ]	told			Unapproved	Hippo_L	Organ	1.00124	65280																																	false	true						
